q0 (),q1,q2,q3
8.514066904740448249e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.245060985498967154e-01
8.509944817946923923e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.251746299612947144e-01
8.505817481791868584e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.258428374185944998e-01
8.501684898821229019e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.265107205096120069e-01
8.497547071584189426e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.271782788223634553e-01
8.493404002633172523e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.278455119450653488e-01
8.489255694523828444e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.285124194661346975e-01
8.485102149815043626e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.291790009741894618e-01
8.480943371068933034e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.298452560580486637e-01
8.476779360850840161e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.305111843067328303e-01
8.472610121729335919e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.311767853094637726e-01
8.468435656276215306e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.318420586556654728e-01
8.464255967066499631e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.325070039349637518e-01
8.460071056678430956e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.331716207371871574e-01
8.455880927693472104e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.338359086523666308e-01
8.451685582696304433e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.344998672707358400e-01
8.447485024274828946e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.351634961827318460e-01
8.443279255020160745e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.358267949789949913e-01
8.439068277526629025e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.364897632503693448e-01
8.434852094391777078e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.371524005879025898e-01
8.430630708216356739e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.378147065828468021e-01
8.426404121604333941e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.384766808266584492e-01
8.422172337162876499e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.391383229109983910e-01
8.417935357502364102e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.397996324277327673e-01
8.413693185236378325e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.404606089689324433e-01
8.409445822981702623e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.411212521268738973e-01
8.405193273358325667e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.417815614940393321e-01
8.400935538989431350e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.424415366631167856e-01
8.396672622501406558e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.431011772270002425e-01
8.392404526523830066e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.437604827787904105e-01
8.388131253689480316e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.444194529117943882e-01
8.383852806634324306e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.450780872195264415e-01
8.379569187997524260e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.457363852957076711e-01
8.375280400421432070e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.463943467342669003e-01
8.370986446551585969e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.470519711293402310e-01
8.366687329036712750e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.477092580752721540e-01
8.362383050528725548e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.483662071666148830e-01
8.358073613682718284e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.490228179981293533e-01
8.353759021156967890e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.496790901647848893e-01
8.349439275612933198e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.503350232617598703e-01
8.345114379715249386e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.509906168844418417e-01
8.340784336131729093e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.516458706284277369e-01
8.336449147533361304e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.523007840895239884e-01
8.332108816594308021e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.529553568637471939e-01
8.327763345991903154e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.536095885473240052e-01
8.323412738406652522e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.542634787366913507e-01
8.319056996522228298e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.549170270284969897e-01
8.314696123025471231e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.555702330195994021e-01
8.310330120606387316e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.562230963070684542e-01
8.305958991958145576e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.568756164881851767e-01
8.301582739777079167e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.575277931604423198e-01
8.297201366762678720e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.581796259215445755e-01
8.292814875617595671e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.588311143694086880e-01
8.288423269047640041e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.594822581021638985e-01
8.284026549761772662e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.601330567181521669e-01
8.279624720472111843e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.607835098159279497e-01
8.275217783893927814e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.614336169942593102e-01
8.270805742745639400e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.620833778521274748e-01
8.266388599748816235e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.627327919887270546e-01
8.261966357628174329e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.633818590034670448e-01
8.257539019111572731e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.640305784959701585e-01
8.253106586930019084e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.646789500660737149e-01
8.248669063817657410e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.653269733138295283e-01
8.244226452511776992e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.659746478395042413e-01
8.239778755752803496e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.666219732435796574e-01
8.235325976284297855e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.672689491267529638e-01
8.230868116852960714e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.679155750899370636e-01
8.226405180208622436e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.685618507342603545e-01
8.221937169104246435e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.692077756610677275e-01
8.217464086295928061e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.698533494719201231e-01
8.212985934542886834e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.704985717685951974e-01
8.208502716607474214e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.711434421530875438e-01
8.204014435255162496e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.717879602276084716e-01
8.199521093254549253e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.724321255945871156e-01
8.195022693377355116e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.730759378566696594e-01
8.190519238398418223e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.737193966167205561e-01
8.186010731095696435e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.743625014778219739e-01
8.181497174250261795e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.750052520432745728e-01
8.176978570646304956e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.756476479165976157e-01
8.172454923071126309e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.762896887015288572e-01
8.167926234315140421e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.769313740020254322e-01
8.163392507171868262e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.775727034222635226e-01
8.158853744437941646e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.782136765666389122e-01
8.154309948913097683e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.788542930397672093e-01
8.149761123400176555e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.794945524464840680e-01
8.145207270705123737e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.801344543918450780e-01
8.140648393636984448e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.807739984811268741e-01
8.136084495007901429e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.814131843198262484e-01
8.131515577633117164e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.820520115136614825e-01
8.126941644330970549e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.826904796685716814e-01
8.122362697922893560e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.833285883907176617e-01
8.117778741233409034e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.839663372864820623e-01
8.113189777090132893e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.846037259624691229e-01
8.108595808323767473e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.852407540255055718e-01
8.103996837768104866e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.858774210826404039e-01
8.099392868260020251e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.865137267411455468e-01
8.094783902639474116e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.871496706085156392e-01
8.090169943749507819e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.877852522924684742e-01
8.085550994436243588e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.884204714009453330e-01
8.080927057548880077e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.890553275421113177e-01
8.076298135939694589e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.896898203243551295e-01
8.071664232464038635e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.903239493562897344e-01
8.067025349980335713e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.909577142467524746e-01
8.062381491350083529e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.915911146048055125e-01
8.057732659437846223e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.922241500397353864e-01
8.053078857111256594e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.928568201610542321e-01
8.048420087241013876e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.934891245784993385e-01
8.043756352700882628e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.941210629020334810e-01
8.039087656367687185e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.947526347418453652e-01
8.034414001121313875e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.953838397083498490e-01
8.029735389844709914e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.960146774121878321e-01
8.025051825423875629e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.966451474642270325e-01
8.020363310747870011e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.972752494755617647e-01
8.015669848708805167e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.979049830575136060e-01
8.010971442201842985e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.985343478216310631e-01
8.006268094125197354e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.991633433796904606e-01
8.001559807380128619e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.997919693436957189e-01
7.996846584870945795e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.004202253258786870e-01
7.992128429505001019e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.010481109386994758e-01
7.987405344192690659e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.016756257948467912e-01
7.982677331847448654e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.023027695072379339e-01
7.977944395385752063e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.029295416890191328e-01
7.973206537727113297e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.035559419535658776e-01
7.968463761794082334e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.041819699144828082e-01
7.963716070512240064e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.048076251856046026e-01
7.958963466810201615e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.054329073809956441e-01
7.954205953619611913e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.060578161149504650e-01
7.949443533875144574e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.066823510019938581e-01
7.944676210514498571e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.073065116568814314e-01
7.939903986478398235e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.079302976945994974e-01
7.935126864710591033e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.085537087303655168e-01
7.930344848157847570e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.091767443796282100e-01
7.925557939769953819e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.097994042580677787e-01
7.920766142499716667e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.104216879815965724e-01
7.915969459302956146e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.110435951663585330e-01
7.911167893138508767e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.116651254287300832e-01
7.906361446968221962e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.122862783853201263e-01
7.901550123756950761e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.129070536529703794e-01
7.896733926472564447e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.135274508487553735e-01
7.891912858085933236e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.141474695899831193e-01
7.887086921570934939e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.147671094941946635e-01
7.882256119904449410e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.153863701791651986e-01
7.877420456066358545e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.160052512629035082e-01
7.872579933039541844e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.166237523636526330e-01
7.867734553809877518e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.172418730998900926e-01
7.862884321366239160e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.178596130903279970e-01
7.858029238700493524e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.184769719539130461e-01
7.853169308807500526e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.190939493098275292e-01
7.848304534685107692e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.197105447774886589e-01
7.843434919334152378e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.203267579765494588e-01
7.838560465758458440e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.209425885268986534e-01
7.833681176964834014e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.215580360486610001e-01
7.828797055963068185e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.221731001621975121e-01
7.823908105765934318e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.227877804881057910e-01
7.819014329389181173e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.234020766472201380e-01
7.814115729851536241e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.240159882606117758e-01
7.809212310174701299e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.246295149495892929e-01
7.804304073383352414e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.252426563356983102e-01
7.799391022505136606e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.258554120407228138e-01
7.794473160570669634e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.264677816866839333e-01
7.789550490613538214e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.270797648958414960e-01
7.784623015670290025e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.276913612906935835e-01
7.779690738780440373e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.283025704939765310e-01
7.774753662986465530e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.289133921286661488e-01
7.769811791333801620e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.295238258179766122e-01
7.764865126870843515e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.301338711853620156e-01
7.759913672648941496e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.307435278545155954e-01
7.754957431722402372e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.313527954493705074e-01
7.749996407148485034e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.319616735940999375e-01
7.745030601987397123e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.325701619131172126e-01
7.740060019302297256e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.331782600310762454e-01
7.735084662159291691e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.337859675728713116e-01
7.730104533627429886e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.343932841636381603e-01
7.725119636778704502e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.350002094287532373e-01
7.720129974688051400e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.356067429938346836e-01
7.715135550433345202e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.362128844847420028e-01
7.710136367095397070e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.368186335275766163e-01
7.705132427757954705e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.374239897486821960e-01
7.700123735507697909e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.380289527746446643e-01
7.695110293434241910e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.386335222322921945e-01
7.690092104630128489e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.392376977486962097e-01
7.685069172190829301e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.398414789511708278e-01
7.680041499214741441e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.404448654672734165e-01
7.675009088803184110e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.410478569248048153e-01
7.669971944060404168e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.416504529518097799e-01
7.664930068093562809e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.422526531765766489e-01
7.659883464012744447e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.428544572276381208e-01
7.654832134930946719e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.434558647337711434e-01
7.649776083964083817e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.440568753239974686e-01
7.644715314230982051e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.446574886275834304e-01
7.639649828853378732e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.452577042740407220e-01
7.634579630955918850e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.458575218931261741e-01
7.629504723666155064e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.464569411148419764e-01
7.624425110114546600e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.470559615694363442e-01
7.619340793434452586e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.476545828874032962e-01
7.614251776762136492e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.482528046994833204e-01
7.609158063236759473e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.488506266366628195e-01
7.604059656000379253e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.494480483301755536e-01
7.598956558197949018e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.500450694115015304e-01
7.593848772977316308e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.506416895123682265e-01
7.588736303489220791e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.512379082647504758e-01
7.583619152887289827e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.518337253008704701e-01
7.578497324328038465e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.524291402531984252e-01
7.573370820970867223e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.530241527544524693e-01
7.568239645978063201e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.536187624375988658e-01
7.563103802514792307e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.542129689358526790e-01
7.557963293749099254e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.548067718826773298e-01
7.552818122851909788e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.554001709117854846e-01
7.547668292997022910e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.559931656571386105e-01
7.542513807361111988e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.565857557529479749e-01
7.537354669123724760e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.571779408336739792e-01
7.532190881467274446e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.577697205340273801e-01
7.527022447577046416e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.583610944889685124e-01
7.521849370641189303e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.589520623337082883e-01
7.516671653850718338e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.595426237037080863e-01
7.511489300399507574e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.601327782346799733e-01
7.506302313484294331e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.607225255625868154e-01
7.501110696304672532e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.613118653236431665e-01
7.495914452063091593e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.619007971543142688e-01
7.490713583964857536e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.624893206913177179e-01
7.485508095218125213e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.630774355716224644e-01
7.480297989033903860e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.636651414324495901e-01
7.475083268626047106e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.642524379112728639e-01
7.469863937211256300e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.648393246458180750e-01
7.464639998009078292e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.654258012740640327e-01
7.459411454241902106e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.660118674342426770e-01
7.454178309134953384e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.665975227648386348e-01
7.448940565916301049e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.671827669045906628e-01
7.443698227816848423e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.677675994924904268e-01
7.438451298070332118e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.683520201677839445e-01
7.433199779913323146e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.689360285699711417e-01
7.427943676585220256e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.695196243388064072e-01
7.422682991328252156e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.701028071142984821e-01
7.417417727387475290e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.706855765367107924e-01
7.412147888010768293e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.712679322465621157e-01
7.406873476448833093e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.718498738846260254e-01
7.401594495955190478e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.724314010919316686e-01
7.396310949786182309e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.730125135097639877e-01
7.391022841200964866e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.735932107796634982e-01
7.385730173461508841e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.741734925434270664e-01
7.380432949832598233e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.747533584431076870e-01
7.375131173581825905e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.753328081210149270e-01
7.369824847979594695e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.759118412197151482e-01
7.364513976299111864e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.764904573820316180e-01
7.359198561816391315e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.770686562510448425e-01
7.353878607810246937e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.776464374700926774e-01
7.348554117562293708e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.782238006827706611e-01
7.343225094356944371e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.788007455329321260e-01
7.337891541481408320e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.793772716646885312e-01
7.332553462225690488e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.799533787224094628e-01
7.327210859882583582e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.805290663507234106e-01
7.321863737747675849e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.811043341945171026e-01
7.316512099119338863e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.816791818989365037e-01
7.311155947298733082e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.822536091093865940e-01
7.305795285589801180e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.828276154715319235e-01
7.300430117299270272e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.834012006312965015e-01
7.295060445736645249e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.839743642348641295e-01
7.289686274214208783e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.845471059286787341e-01
7.284307606047019101e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.851194253594444783e-01
7.278924444552911099e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.856913221741258724e-01
7.273536793052487459e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.862627960199484400e-01
7.268144654869123089e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.868338465443981633e-01
7.262748033328959574e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.874044733952225927e-01
7.257346931760904063e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.879746762204302923e-01
7.251941353496628162e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.885444546682915057e-01
7.246531301870563491e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.891138083873382669e-01
7.241116780219900573e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.896827370263647339e-01
7.235697791884591057e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.902512402344269660e-01
7.230274340207336614e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.908193176608437014e-01
7.224846428533596709e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.913869689551961351e-01
7.219414060211578610e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.919541937673285847e-01
7.213977238592240715e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.925209917473481580e-01
7.208535967029287006e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.930873625456255294e-01
7.203090248879169266e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.936533058127946072e-01
7.197640087501077089e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.942188211997531999e-01
7.192185486256945648e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.947839083576629049e-01
7.186726448511446819e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.953485669379497747e-01
7.181262977631990285e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.959127965923038728e-01
7.175795076988716881e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.964765969726799399e-01
7.170322749954505248e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.970399677312978381e-01
7.164845999904959628e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.976029085206418845e-01
7.159364830218415410e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.981654189934620725e-01
7.153879244275932470e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.987274988027736278e-01
7.148389245461297392e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.992891476018575636e-01
7.142894837161016808e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.998503650442605695e-01
7.137396022764318504e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.004111507837956774e-01
7.131892805663145873e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.009715044745419288e-01
7.126385189252160135e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.015314257708449297e-01
7.120873176928735893e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.020909143273174058e-01
7.115908610142634982e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.025940837503396041e-01
7.111437460050813453e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.030466360902812850e-01
